date,open,high,low,close,adj close,volume,sentiment,news_flag,scaled_sentiment
2016-03-23 00:00:00+00:00,23.285070419311523,23.549400329589844,22.22775077819824,22.395959854125977,21.709320068359375,10581107,0.14631172649785817,0.0,-0.21339706837553546
2016-03-24 00:00:00+00:00,22.059539794921875,23.092830657958984,21.723119735717773,22.9967098236084,22.29164695739746,8631377,0.2854877458921212,0.0,-0.1786030635269697
2016-03-28 00:00:00+00:00,23.23700904846191,23.645519256591797,22.756410598754883,23.309099197387695,22.594457626342773,6867124,1.0,1.0,2.4999999999997247e-05
2016-03-29 00:00:00+00:00,22.948650360107425,23.42925071716309,22.516109466552734,23.357160568237305,22.641048431396484,10239950,1.097541150998572,0.0,0.02441028774964299
2016-03-31 00:00:00+00:00,23.309099197387695,23.693580627441406,22.900590896606445,23.020740509033203,22.314939498901367,8305660,1.0,1.0,2.4999999999997247e-05
2016-04-04 00:00:00+00:00,23.020740509033203,23.477310180664062,22.516109466552734,22.588199615478516,21.895662307739254,8300749,0.4178760707248266,0.0,-0.14550598231879336
2016-04-05 00:00:00+00:00,22.323869705200195,22.948650360107425,22.251779556274418,22.61223030090332,21.918956756591797,6118435,0.3333333333333333,1.0,-0.1666416666666667
2016-04-06 00:00:00+00:00,22.636259078979492,22.924619674682617,22.251779556274418,22.828500747680664,22.12859535217285,7000874,2.0,1.0,0.250025
2016-04-07 00:00:00+00:00,22.660289764404297,23.549400329589844,22.660289764404297,22.780439376831055,22.082002639770508,12737287,1.5,1.0,0.125025
2016-04-08 00:00:00+00:00,23.309099197387695,23.381189346313477,22.46805000305176,22.516109466552734,21.825782775878903,14638285,0.8,1.0,-0.04997499999999999
2016-04-11 00:00:00+00:00,22.900590896606445,23.6695499420166,22.660289764404297,23.40522003173828,22.687633514404297,19303329,0.5625,1.0,-0.10935
2016-04-12 00:00:00+00:00,22.444019317626953,22.828500747680664,22.0114803314209,22.780439376831055,22.082002639770508,27805701,0.8181818181818182,1.0,-0.045429545454545445
2016-04-13 00:00:00+00:00,23.044769287109375,24.19820976257324,22.87656021118164,23.52536964416504,22.804094314575195,20289263,1.0,1.0,2.4999999999997247e-05
2016-04-15 00:00:00+00:00,23.9819393157959,24.39044952392578,23.885820388793945,24.05402946472168,23.31654930114746,11212443,0.3333333333333333,1.0,-0.1666416666666667
2016-04-22 00:00:00+00:00,25.11134910583496,25.567920684814453,24.798959732055664,24.991199493408203,24.224987030029297,8394382,0.14631172649785817,0.0,-0.21339706837553546
2016-04-27 00:00:00+00:00,25.61598014831543,27.298080444335938,25.61598014831543,27.17793083190918,26.344669342041016,19386642,1.0,1.0,2.4999999999997247e-05
2016-04-28 00:00:00+00:00,26.961660385131836,27.34613990783691,26.67329978942871,26.79344940185547,25.97197914123535,11177029,1.097541150998572,0.0,0.02441028774964299
2016-04-29 00:00:00+00:00,27.1058406829834,27.63450050354004,26.60120964050293,26.84151077270508,26.018566131591797,17319018,1.190325163928081,0.0,0.04760629098202024
2016-05-02 00:00:00+00:00,26.91360092163086,27.05777931213379,26.07254981994629,26.33687973022461,25.529407501220703,10785227,1.4423984338571902,0.0,0.11062460846429756
2016-05-05 00:00:00+00:00,24.798959732055664,24.943140029907227,23.885820388793945,24.078060150146484,23.407695770263672,9225385,0.14631172649785817,0.0,-0.21339706837553546
2016-05-09 00:00:00+00:00,23.693580627441406,23.693580627441406,22.6843204498291,22.73237991333008,22.099475860595703,14081856,2.0487705754992858,0.0,0.26221764387482144
2016-05-10 00:00:00+00:00,22.972679138183594,23.26103973388672,22.395959854125977,23.23700904846191,22.59006118774414,9266126,2.0951625819640407,0.0,0.2738156454910102
2016-05-11 00:00:00+00:00,23.285070419311523,23.52536964416504,22.924619674682617,22.924619674682617,22.28636360168457,6661923,2.139292023574942,0.0,0.28484800589373555
2016-05-12 00:00:00+00:00,23.188949584960938,23.357160568237305,22.22775077819824,22.6843204498291,22.05275535583496,9591844,2.1812692469220183,0.0,0.29534231173050457
2016-05-16 00:00:00+00:00,22.347900390625,22.756410598754883,22.20372009277344,22.299840927124023,21.67898178100586,8276196,0.3333333333333333,1.0,-0.1666416666666667
2016-05-17 00:00:00+00:00,22.27581024169922,22.708349227905273,21.939390182495117,22.347900390625,21.7257022857666,7978777,0.46338820133142944,0.0,-0.13412794966714264
2016-05-18 00:00:00+00:00,22.08357048034668,22.46805000305176,21.50684928894043,21.675060272216797,21.07159423828125,9671078,0.5871002185707748,0.0,-0.10319994535730631
2016-05-19 00:00:00+00:00,21.43475914001465,21.939390182495117,21.098339080810547,21.915359497070312,21.305206298828125,10212484,0.7047787295331793,0.0,-0.07378031761670517
2016-05-20 00:00:00+00:00,22.179689407348633,22.299840927124023,21.675060272216797,21.89133071899414,21.28184700012207,7857220,0.8167179917920486,0.0,-0.045795502051987846
2016-05-23 00:00:00+00:00,22.299840927124023,22.49208068847656,21.939390182495117,22.299840927124023,21.67898178100586,8475406,1.0,1.0,2.4999999999997247e-05
2016-05-24 00:00:00+00:00,22.54014015197754,22.948650360107425,22.251779556274418,22.636259078979492,22.00603485107422,7693134,1.097541150998572,0.0,0.02441028774964299
2016-05-25 00:00:00+00:00,22.852529525756836,23.26103973388672,22.780439376831055,23.06879997253418,22.426530838012695,5824511,1.190325163928081,0.0,0.04760629098202024
2016-05-27 00:00:00+00:00,22.852529525756836,22.948650360107425,22.371929168701172,22.46805000305176,21.84250831604004,10010362,0.14631172649785817,0.0,-0.21339706837553546
2016-05-31 00:00:00+00:00,22.516109466552734,22.780439376831055,22.20372009277344,22.27581024169922,21.65562438964844,8778277,0.6635976507857855,0.0,-0.08407558730355363
2016-06-02 00:00:00+00:00,22.22775077819824,22.588199615478516,22.059539794921875,22.41999053955078,21.79578971862793,5728797,2.0,1.0,0.250025
2016-06-03 00:00:00+00:00,22.6843204498291,22.9967098236084,22.299840927124023,22.87656021118164,22.239643096923828,8629963,2.0487705754992858,0.0,0.26221764387482144
2016-06-07 00:00:00+00:00,23.52536964416504,23.6695499420166,23.40522003173828,23.52536964416504,22.870386123657227,4409571,0.14631172649785817,0.0,-0.21339706837553546
2016-06-10 00:00:00+00:00,23.188949584960938,23.42925071716309,22.708349227905273,22.80447006225586,22.1695613861084,7852393,0.14631172649785817,0.0,-0.21339706837553546
